time,000001.OF,000011.OF,000021.OF,000020.OF,000039.OF,000017.OF,000029.OF,000030.OF,000126.OF,000057.OF,000066.OF,000083.OF,000073.OF,000082.OF,000117.OF,000136.OF,000120.OF,000056.OF,000173.OF,000127.OF,000264.OF,000209.OF,000172.OF,000242.OF,000220.OF,000251.OF,000167.OF,000263.OF,000294.OF,000199.OF
20221012,6.71174541,32.82737722,5.34478349,3.4711666,3.4426,3.53478853,3.45528095,2.29301399,4.74718125,2.016,2.56865154,6.127,2.222,3.28288254,2.344,4.33549338,2.39516088,2.331,3.26193807,3.51328653,1.26192893,3.8392,2.98675367,3.67597718,3.236,3.91885668,2.33355,4.43362803,4.41220382,1.5327
20221013,6.79572297,32.67426831,5.34272622,3.47878358,3.43,3.57363236,3.44371322,2.29856787,4.70592012,2.005,2.57923664,6.064,2.2006,3.27898363,2.354,4.33665852,2.39516088,2.319,3.21276874,3.52680143,1.2601811,3.7959,2.97405308,3.72492705,3.313,3.8375526,2.32885,4.43245355,4.4146708,1.5175
20221014,6.89262016,33.12738791,5.47233413,3.53427872,3.5065,3.65390961,3.49345446,2.34429486,4.87230868,2.04,2.62228273,6.197,2.2435,3.35501238,2.465,4.40656704,2.42825464,2.375,3.28652274,3.58650203,1.27066805,3.9016,3.03543923,3.83545901,3.575,3.85056125,2.400525,4.50879417,4.46524401,1.5586
20221017,6.94429866,33.2742897,5.5134795,3.55930594,3.4808,3.64355126,3.51774669,2.28042518,4.78535117,2.036,2.64980399,6.146,2.2218,3.36670911,2.45,4.4054019,2.42928882,2.386,3.2820528,3.57357474,1.26367675,3.8444,3.03543923,3.85124929,3.541,3.84080476,2.377025,4.51818994,4.4492086,1.5557
20221018,7.02181642,33.65292389,5.53199492,3.5527771,3.5143,3.64614085,3.54550925,2.29856787,4.78293195,2.038,2.64302953,6.124,2.2144,3.36865857,2.465,4.42870474,2.43239136,2.388,3.30328501,3.61423696,1.26892022,3.881,3.03332247,3.87019763,3.564,3.81478746,2.3876,4.52288782,4.43687367,1.5561
20221019,6.95721829,32.84599857,5.47027686,3.52230918,3.4897,3.56845319,3.52700088,2.28468316,4.75524532,1.991,2.64599336,5.962,2.1696,3.32187164,2.405,4.37743849,2.4096394,2.338,3.24405832,3.56088248,1.26192893,3.8517,3.00368778,3.83230096,3.505,3.77413542,2.33825,4.53110912,4.35422965,1.533
20221020,6.91845941,32.58736866,5.48467774,3.5473364,3.4698,3.56068442,3.49345446,2.1926738,4.6302523,1.985,2.65347349,5.967,2.1675,3.30822546,2.408,4.33083281,2.38688744,2.34,3.23176598,3.57333969,1.2453246,3.747,2.97828661,3.79756234,3.514,3.75624852,2.355875,4.50292181,4.34312822,1.5198
20221021,6.89262016,32.55840211,5.46616232,3.53971942,3.4984,3.57104278,3.53162797,2.22877405,4.6551165,1.979,2.64754584,5.891,2.1496,3.30432655,2.377,4.36462193,2.39102416,2.329,3.20271138,3.56499571,1.25056807,3.7789,2.96981956,3.80387845,3.515,3.75462244,2.35705,4.50057287,4.32215884,1.5147
20221024,7.07349492,32.23770102,5.46204779,3.52230918,3.4973,3.4519217,3.53625506,2.2052626,4.58872236,1.927,2.62016571,5.618,2.0707,3.23999453,2.261,4.32267682,2.37447728,2.256,3.13789726,3.52386341,1.25144198,3.7295,2.91266693,3.77387692,3.434,3.62453591,2.266575,4.43597697,4.17907367,1.478
20221025,7.03473604,32.11355866,5.45587598,3.50163452,3.5145,3.44156334,3.52931442,2.28560881,4.69973766,1.906,2.6091572,5.601,2.0686,3.23219671,2.237,4.30869512,2.36413548,2.251,3.11554757,3.51810488,1.27066805,3.7882,2.90843341,3.80229942,3.339,3.58550995,2.2278,4.4547685,4.21361147,1.4746
20221026,7.03473604,32.4839167,5.51759404,3.53210244,3.6059,3.50889265,3.57211502,2.29486528,4.74839086,1.925,2.63004513,5.636,2.0802,3.25559017,2.309,4.37510821,2.39102416,2.269,3.1278399,3.57545507,1.27678543,3.8481,2.92748428,3.88598791,3.506,3.5188406,2.280675,4.5076197,4.26911865,1.4799
20221027,6.95075848,32.08666115,5.46204779,3.48640056,3.5451,3.38718198,3.50733574,2.22081348,4.68885118,1.906,2.59278557,5.47,2.0305,3.22439888,2.219,4.34248423,2.37964818,2.227,3.08090554,3.49330798,1.25406372,3.7806,2.91690046,3.86388152,3.443,3.52371885,2.210175,4.44419826,4.18894162,1.4675
20221028,6.91845941,31.60871308,5.35301256,3.45919706,3.4631,3.29395679,3.43330226,2.14639142,4.53361791,1.87,2.52955723,5.403,2.0052,3.16396577,2.191,4.26092429,2.3320759,2.19,3.04961596,3.45687651,1.21036812,3.6667,2.84493049,3.7896672,3.368,3.47981465,2.17375,4.35141506,4.10136363,1.432
20221031,7.0153566,31.25076929,5.37152798,3.42655286,3.4952,3.26029214,3.44718354,2.10381164,4.46493894,1.862,2.4745147,5.333,1.9806,3.15031959,2.163,4.28073171,2.33931516,2.167,3.00715154,3.4900174,1.22872027,3.6422,2.83011315,3.82124776,3.345,3.36761501,2.17375,4.37490448,4.07546028,1.4215
20221101,7.03473604,32.20252735,5.48673501,3.50054638,3.5653,3.36387568,3.48535705,2.16416386,4.60431288,1.912,2.55764303,5.602,2.0614,3.24584289,2.283,4.33199796,2.37447728,2.254,3.06637824,3.51575447,1.24008113,3.7483,2.89996635,3.9191475,3.41,3.43428436,2.2607,4.46181533,4.26541817,1.4708
20221102,6.95721829,32.53564268,5.52582311,3.52666174,3.5785,3.40012992,3.48188673,2.18915634,4.74435883,1.949,2.59701961,5.701,2.0848,3.29457927,2.315,4.37394307,2.38275072,2.299,3.10102026,3.51093611,1.26367675,3.8429,2.93171781,3.93335875,3.443,3.45217126,2.290075,4.54520277,4.35052918,1.4845
20221103,7.00889679,32.55219499,5.55462487,3.54080756,3.6203,3.38977157,3.49808155,2.1939697,4.79731286,1.934,2.59066855,5.642,2.07,3.28678145,2.308,4.33432824,2.3682722,2.287,3.09208039,3.5255087,1.27241587,3.8911,2.92748428,3.97441348,3.476,3.41151922,2.26775,4.56634325,4.33079329,1.4759
20221104,7.04765567,33.31980857,5.67188917,3.59521456,3.6869,3.50112388,3.54550925,2.24636135,5.01934348,1.983,2.65050967,5.853,2.1484,3.37255748,2.387,4.42287903,2.4199812,2.373,3.17365678,3.55136329,1.30300279,4.0466,3.00580454,4.02810043,3.521,3.51721452,2.3406,4.66030093,4.46277702,1.5179
20221107,6.94429866,33.31360145,5.624572,3.56474664,3.6428,3.49335512,3.50617896,2.23803053,5.02794515,1.971,2.66434087,5.865,2.1404,3.37060802,2.39,4.38442935,2.41274194,2.363,3.18594911,3.50341477,1.27241587,4.0151,3.01215483,4.02967946,3.505,3.5188406,2.32415,4.61214762,4.44797511,1.5203
20221108,6.90553979,33.19980429,5.5916557,3.54080756,3.6156,3.46486964,3.49808155,2.22359042,4.9603414,1.96,2.64542882,5.803,2.1144,3.35891129,2.36,4.35064023,2.40240014,2.341,3.15130708,3.50341477,1.26542458,3.9867,2.99522072,3.99178278,3.473,3.51558844,2.308875,4.57456455,4.39493492,1.51
20221109,6.87970054,32.94324342,5.52582311,3.51795662,3.5787,3.44933211,3.49923833,2.20618825,4.86626063,1.962,2.64161818,5.73,2.0813,3.3413662,2.336,4.29937398,2.39309252,2.318,3.13007487,3.48672681,1.26280284,3.9231,2.97616985,3.98230862,3.437,3.52046669,2.28185,4.53933042,4.35176267,1.4974
20221110,6.81510241,32.72392525,5.42501696,3.48422428,3.5143,3.4286154,3.47610287,2.18434297,4.75376691,1.963,2.60308841,5.754,2.0753,3.32187164,2.322,4.24694259,2.36930638,2.303,3.11107763,3.44865005,1.23134201,3.8105,2.95288545,3.94125389,3.382,3.52371885,2.28185,4.49352605,4.34312822,1.4847
20221111,6.84094166,33.54533385,5.47233413,3.5582178,3.4913,3.46228005,3.45296741,2.21507447,4.81666662,2.01,2.6746437,5.896,2.1099,3.3979004,2.382,4.25160316,2.38585326,2.349,3.19153653,3.45617138,1.23658548,3.8413,3.00157101,4.00441501,3.419,3.73348338,2.3359,4.54872618,4.38383348,1.5246
20221114,6.76342391,33.08393809,5.40032973,3.53536686,3.427,3.42602581,3.49576801,2.19600613,4.6185594,2.031,2.67817207,5.843,2.0935,3.37255748,2.378,4.21548376,2.39205834,2.341,3.14683714,3.44195136,1.20774638,3.7068,2.99098719,4.01073112,3.502,3.82617003,2.3406,4.48765369,4.28392056,1.5243
20221115,6.82802203,33.83706839,5.51965131,3.58977386,3.4983,3.47781758,3.5431957,2.22599711,4.7035009,2.055,2.70357631,5.944,2.1256,3.44663678,2.417,4.29354827,2.4096394,2.387,3.19935893,3.48014564,1.23745939,3.7823,3.04813981,4.10389377,3.529,3.84893517,2.37585,4.60744973,4.35052918,1.5465
20221116,6.76988372,33.60533599,5.44970418,3.55712966,3.4667,3.47781758,3.50155187,2.20822468,4.60767291,2.047,2.68395859,5.951,2.1278,3.4193444,2.413,4.23179574,2.39722924,2.376,3.19153653,3.45182311,1.21823333,3.7085,3.02062189,4.08178738,3.52,3.78226582,2.384075,4.56634325,4.33079329,1.5355
20221117,6.76342391,33.30325625,5.43324603,3.56474664,3.4873,3.46228005,3.49923833,2.19322919,4.51628016,2.056,2.65149761,5.898,2.1072,3.40569822,2.392,4.23995174,2.40653686,2.364,3.15577702,3.47309439,1.19813335,3.635,3.01427159,4.10389377,3.531,3.77413542,2.369975,4.57808796,4.31105741,1.5286
20221118,6.71174541,33.25153027,5.3962152,3.54516012,3.4313,3.48299676,3.51427637,2.18489836,4.52232821,2.049,2.63752527,5.911,2.1039,3.39010258,2.406,4.19334606,2.39309252,2.359,3.14013223,3.45393849,1.1867725,3.6291,2.99733748,4.10073572,3.54,3.74486595,2.3782,4.54755171,4.29255501,1.5254
20221121,6.76342391,33.02807403,5.41678788,3.54951268,3.4324,3.48040717,3.53856861,2.18971173,4.53791874,2.02,2.64077137,5.8,2.0733,3.38425421,2.354,4.18752035,2.3941267,2.324,3.11554757,3.4534684,1.21211594,3.6646,2.99098719,4.07862932,3.514,3.72372689,2.325325,4.53933042,4.22347942,1.5175
20221122,6.69236597,32.7156491,5.34272622,3.5092515,3.3801,3.44674252,3.49345446,2.17453111,4.4594285,2.001,2.62016571,5.794,2.0624,3.35891129,2.33,4.15373123,2.37240892,2.304,3.10772517,3.40340451,1.1946377,3.5712,2.98887043,4.03599557,3.428,3.78714407,2.311225,4.49587499,4.18277415,1.5152
20221123,6.69236597,32.68461351,5.34684075,3.50816336,3.369,3.45451129,3.47841641,2.18600914,4.55203086,1.989,2.62284726,5.777,2.0555,3.34526511,2.309,4.15373123,2.36930638,2.292,3.09543284,3.40352203,1.19114206,3.6795,2.99945425,4.02810043,3.378,3.7757615,2.303,4.48060687,4.16920573,1.514
20221124,6.67944634,32.67013023,5.32626807,3.49184126,3.3779,3.47781758,3.48882737,2.19137789,4.5453108,1.995,2.64571109,5.733,2.0421,3.35111347,2.297,4.1222724,2.3734431,2.282,3.1054902,3.39400284,1.19114206,3.6864,2.99310396,4.02967946,3.415,3.78226582,2.290075,4.48530475,4.15193683,1.509
20221125,6.59546878,32.59150674,5.27072182,3.46790218,3.3149,3.4519217,3.48998414,2.1750865,4.42367781,2.005,2.65403803,5.726,2.0207,3.34526511,2.287,4.077997,2.36620384,2.275,3.10884266,3.34440903,1.16230296,3.5811,2.99733748,4.0265214,3.39,3.90096978,2.2936,4.45946639,4.1408354,1.5134
20221128,6.60192859,32.58529962,5.25837821,3.4494038,3.3159,3.47263841,3.48535705,2.1637936,4.41615134,2.006,2.65093307,5.717,2.007,3.33551783,2.264,4.07916214,2.3682722,2.277,3.08872793,3.34147101,1.16405078,3.5742,2.96981956,3.97125542,3.346,3.82617003,2.28185,4.46768768,4.1926421,1.4949
20221129,6.60192859,33.33429184,5.29540904,3.49619382,3.3226,3.475228,3.50849251,2.18934147,4.3867175,2.092,2.69087419,5.919,2.0627,3.40569822,2.337,4.06984101,2.39309252,2.355,3.16695187,3.32572321,1.16230296,3.5266,3.0312057,4.01073112,3.381,4.06845619,2.358225,4.53228359,4.33202678,1.5325
20221130,6.61484822,33.24532315,5.30775265,3.47769544,3.312,3.45969046,3.51196283,2.20044924,4.44020914,2.068,2.65135647,5.908,2.0622,3.40569822,2.33,4.09780441,2.38688744,2.356,3.16248193,3.31126815,1.18764641,3.5628,3.03332247,3.98862473,3.364,4.01154333,2.346475,4.535807,4.33572726,1.5368
20221201,6.64714728,33.55981712,5.38387159,3.55712966,3.3739,3.49335512,3.5003951,2.20600312,4.50109284,2.093,2.67817207,6.058,2.102,3.44273787,2.384,4.17120836,2.40550268,2.393,3.22059114,3.35216541,1.1946377,3.607,3.05025658,4.05020682,3.429,4.00503901,2.40875,4.57456455,4.380133,1.5509
20221202,6.62776784,33.66120005,5.35301256,3.5473364,3.3733,3.47263841,3.5131196,2.20785442,4.545042,2.081,2.66702243,6.04,2.0781,3.42519277,2.363,4.11528154,2.39722924,2.386,3.18930156,3.34664193,1.18589858,3.6436,3.037556,4.02494237,3.398,3.94812615,2.377025,4.58513478,4.36039712,1.5409
20221205,6.58254915,33.80189472,5.33038261,3.55060082,3.3116,3.48817594,3.50733574,2.20878006,4.40418965,2.111,2.70526993,6.125,2.0905,3.4544346,2.39,4.16305237,2.41687866,2.412,3.22282611,3.33324455,1.18502467,3.5848,3.07989127,4.06126002,3.413,4.07333443,2.428725,4.59687949,4.39123444,1.5651
20221206,6.58254915,34.03569616,5.37769978,3.58650944,3.3301,3.48040717,3.48998414,2.20989084,4.38241667,2.11,2.70018908,6.249,2.1221,3.47003024,2.427,4.16305237,2.40653686,2.442,3.25746813,3.35874658,1.17890729,3.6037,3.08200803,4.06126002,3.392,4.06845619,2.4534,4.6250668,4.45414257,1.5683
20221207,6.56316971,33.76879009,5.36947071,3.5799806,3.3339,3.48040717,3.48998414,2.21044623,4.44128435,2.114,2.66561108,6.268,2.1233,3.45833351,2.434,4.14907066,2.42101538,2.448,3.25299819,3.34088341,1.17366382,3.6224,3.07354098,4.08494544,3.414,3.9969086,2.4393,4.64268386,4.46771099,1.5656
20221208,6.53733046,33.82051607,5.3571271,3.56692292,3.3154,3.47263841,3.4830435,2.20637338,4.49114716,2.118,2.65446144,6.286,2.1183,3.46418187,2.435,4.14441009,2.4044685,2.45,3.25299819,3.31420617,1.16929426,3.6479,3.07354098,4.07547127,3.401,4.03430847,2.435775,4.62859021,4.47757894,1.565
20221209,6.5567099,34.15776947,5.38798612,3.5963027,3.3181,3.45451129,3.49923833,2.2165555,4.45230524,2.156,2.68819263,6.407,2.1458,3.47782806,2.471,4.14441009,2.40550268,2.48,3.29881507,3.31585146,1.16842034,3.6552,3.09047509,4.08968252,3.362,4.10910823,2.4581,4.64033492,4.50224879,1.5814
20221212,6.57608934,33.74396162,5.36535617,3.590862,3.3374,3.41834541,3.5003951,2.19378458,4.40808728,2.129,2.64853378,6.344,2.1296,3.43883896,2.458,4.17120836,2.3992976,2.472,3.24294083,3.33065909,1.15531166,3.6143,3.05449011,4.0944196,3.376,3.99365643,2.4393,4.64385833,4.45907654,1.5641
20221213,6.49857159,33.61361214,5.2851227,3.56583478,3.2667,3.40495064,3.49461123,2.1845281,4.27005735,2.132,2.65036853,6.379,2.132,3.41739495,2.458,4.11877697,2.38998998,2.466,3.25188071,3.28517851,1.13521169,3.5368,3.04602305,4.04546974,3.332,4.0147955,2.4487,4.60392632,4.47634544,1.5585
20221214,6.45981271,33.64464773,5.28923724,3.59847898,3.2658,3.42638227,3.49114091,2.18027012,4.23726348,2.152,2.64923945,6.5,2.1551,3.42909168,2.491,4.12460268,2.39205834,2.486,3.28987519,3.28658876,1.1360856,3.4831,3.04390629,4.02810043,3.326,4.02455198,2.475725,4.6086242,4.52321817,1.5641
20221215,6.45981271,33.60326695,5.34684075,3.58433316,3.2932,3.42638227,3.49114091,2.1813809,4.33927391,2.13,2.63879549,6.451,2.1574,3.41739495,2.494,4.13974953,2.38585326,2.483,3.2597031,3.28976183,1.14919428,3.5493,3.04178952,4.0265214,3.315,3.97576954,2.461625,4.63211362,4.49238085,1.5651
20221216,6.39521458,33.58878367,5.27895089,3.5745399,3.2231,3.4129875,3.4876706,2.1682367,4.24398353,2.141,2.61917776,6.466,2.1424,3.40569822,2.494,4.11062098,2.38171654,2.481,3.25635065,3.23194156,1.12647257,3.4649,3.03332247,3.9980989,3.306,4.01316941,2.454575,4.6086242,4.49608133,1.5626
20221219,6.33707627,33.17954975,5.21723284,3.54298384,3.186,3.35672946,3.47378932,2.13398775,4.23591947,2.109,2.58107139,6.395,2.108,3.36086075,2.454,4.06518044,2.34345188,2.443,3.20271138,3.20091605,1.11336389,3.4892,2.98252014,3.92230555,3.239,3.93674358,2.42285,4.58396031,4.43564018,1.5391
20221220,6.32415664,32.88634866,5.15551479,3.48531242,3.1553,3.30047143,3.47147577,2.11417889,4.21670011,2.049,2.55623169,6.205,2.0612,3.31602328,2.394,4.00808848,2.3165632,2.394,3.1278399,3.18857635,1.10986824,3.4802,2.94865192,3.88282985,3.184,3.87657856,2.37115,4.50527076,4.33819425,1.5166
20221221,6.26601833,32.89466642,5.11436942,3.49510568,3.1237,3.30582933,3.46800545,2.10843988,4.14600513,2.062,2.56724019,6.264,2.0665,3.31407382,2.412,4.0057582,2.31449484,2.405,3.13230984,3.15896109,1.08889435,3.4044,2.94230163,3.87493471,3.194,3.89121329,2.3923,4.49704946,4.36656458,1.5162
20221222,6.22079964,32.66592799,5.08762493,3.51251592,3.098,3.30850829,3.46453514,2.09899827,4.06751489,2.087,2.55637282,6.368,2.0859,3.30237709,2.462,3.99410678,2.31035812,2.432,3.14124972,3.14391842,1.07928132,3.3288,2.92536752,3.8686186,3.231,3.8993437,2.442825,4.50879417,4.40603635,1.5155
20221223,6.17558095,32.38728298,5.04442229,3.51360406,3.0725,3.34333469,3.46684868,2.0878905,4.00327116,2.092,2.52645226,6.391,2.0905,3.28873091,2.479,3.98129021,2.3165632,2.438,3.1278399,3.13510436,1.06092917,3.2369,2.9147837,3.86703957,3.271,3.89609154,2.459275,4.48295581,4.4159043,1.5125
20221226,6.31769683,32.81148881,5.16580113,3.53971942,3.1733,3.39959273,3.47494609,2.12454614,4.24290833,2.079,2.5575019,6.347,2.0924,3.33161892,2.464,4.0337216,2.32380246,2.435,3.13789726,3.20996515,1.10025521,3.4524,2.93595134,3.92230555,3.278,3.86031774,2.435775,4.55812195,4.42577224,1.5192
20221227,6.41459402,33.1670731,5.22751918,3.59303828,3.2113,3.46388763,3.47841641,2.14546578,4.30204481,2.099,2.57810756,6.447,2.1194,3.37840584,2.508,4.05469416,2.34138352,2.462,3.19153653,3.27107601,1.10812042,3.5411,2.97193632,3.94599097,3.364,3.94162182,2.485125,4.61097315,4.47387846,1.5386
20221228,6.38875477,32.91754027,5.16991567,3.57780432,3.2018,3.50139298,3.47841641,2.1330621,4.2763742,2.096,2.55764303,6.421,2.1158,3.37060802,2.507,3.98711592,2.33311008,2.448,3.17030432,3.25850127,1.08190306,3.5356,2.95923574,3.90967333,3.362,3.96601305,2.468675,4.57691349,4.44797511,1.533
20221229,6.45981271,33.0069562,5.17814474,3.57889246,3.2105,3.50675089,3.47957318,2.12861899,4.27812141,2.086,2.56554658,6.377,2.1114,3.37060802,2.513,3.99410678,2.34034934,2.438,3.15354205,3.28482595,1.08889435,3.5206,2.95076868,3.94125389,3.427,3.93349141,2.463975,4.58278584,4.42947272,1.5296
20221230,6.47919215,33.12756374,5.17814474,3.59412642,3.2285,3.53086148,3.4830435,2.14083754,4.28457267,2.094,2.5648409,6.402,2.1155,3.38230475,2.527,4.03605189,2.34965696,2.442,3.16248193,3.28165289,1.09326391,3.5251,2.95711897,3.93809583,3.425,3.9611348,2.4675,4.57456455,4.44427463,1.5356
20221231,6.47919215,33.1254843,5.17608747,3.59303828,3.2283,3.53086148,3.4830435,2.14065241,4.28430386,2.094,2.56469977,6.402,2.1154,3.38230475,2.527,4.03488675,2.34862278,2.442,3.16248193,3.28153536,1.09239,3.5249,2.95711897,3.9365168,3.425,3.95950872,2.4675,4.57456455,4.44427463,1.5355
20230103,6.56316971,33.20450303,5.26455001,3.60391968,3.2957,3.58444056,3.49114091,2.16527463,4.33497308,2.088,2.58008345,6.324,2.1132,3.40179931,2.506,4.14091467,2.37240892,2.437,3.15130708,3.35263549,1.1142378,3.57,2.98675367,4.00915209,3.439,3.97414345,2.4628,4.5886582,4.40850334,1.545
20230104,6.53087065,33.09013381,5.22957645,3.6289469,3.2388,3.5764037,3.49345446,2.15638842,4.21979134,2.12,2.63159762,6.341,2.1193,3.40179931,2.508,4.13974953,2.3889558,2.443,3.14571966,3.34910987,1.11074215,3.4826,2.99310396,4.00599404,3.477,4.07333443,2.487475,4.54637724,4.41837128,1.5449
20230105,6.60192859,33.78674632,5.33861168,3.70294042,3.2917,3.64337755,3.49576801,2.18508349,4.32650581,2.174,2.66631675,6.603,2.1947,3.45248514,2.582,4.16421751,2.40860522,2.517,3.22729604,3.37696231,1.13346386,3.5926,3.03967276,4.08178738,3.528,4.1026039,2.55915,4.63563704,4.54048707,1.5725
20230106,6.58900896,33.99884923,5.38387159,3.6887946,3.3044,3.64337755,3.49692478,2.1989682,4.50646888,2.164,2.69948341,6.591,2.1991,3.46028296,2.577,4.12926325,2.40033178,2.509,3.23623592,3.35310558,1.15443775,3.7344,3.05449011,4.0659971,3.496,4.08309092,2.553275,4.62976468,4.5182842,1.577
20230109,6.51149121,34.05499412,5.39415793,3.7105574,3.317,3.64337755,3.49808155,2.21396369,4.48684632,2.191,2.73829545,6.691,2.2301,3.49147425,2.613,4.13159353,2.41274194,2.535,3.27087795,3.33030653,1.1579334,3.7255,3.07142422,4.07231321,3.517,4.09447349,2.588525,4.64620728,4.56268994,1.591
20230110,6.51149121,33.91775106,5.42090242,3.7214388,3.3387,3.64873546,3.49923833,2.2121124,4.50714089,2.204,2.73208552,6.747,2.253,3.49537316,2.637,4.16188722,2.42204956,2.55,3.30328501,3.32572321,1.16667252,3.7434,3.06930745,4.09915669,3.572,4.05707362,2.623775,4.66499881,4.58365932,1.5908
20230111,6.44043327,33.6931715,5.35095529,3.69205902,3.27,3.63801964,3.49923833,2.2039667,4.40781848,2.197,2.72855716,6.717,2.2379,3.48172697,2.627,4.12926325,2.41274194,2.535,3.32339974,3.29787077,1.14482472,3.6736,3.0608404,4.09915669,3.553,4.10097782,2.595575,4.6168455,4.552822,1.5893
20230112,6.45208196,33.62247053,5.36124163,3.68553018,3.2801,3.63534069,3.5003951,2.20766929,4.43671471,2.188,2.72220609,6.686,2.2306,3.48952479,2.63,4.15256609,2.4096394,2.523,3.30887243,3.29669556,1.15006819,3.6972,3.06507392,4.12126308,3.549,4.084717,2.585,4.60979868,4.52815214,1.5936
20230113,6.39383849,33.85328841,5.38387159,3.73558462,3.2691,3.68356186,3.50270864,2.21748115,4.43241388,2.248,2.74817488,6.837,2.2725,3.51486771,2.693,4.18519006,2.43342554,2.573,3.37145158,3.30445194,1.14569863,3.6602,3.09682538,4.1449485,3.654,4.13024729,2.6602,4.64385833,4.61819712,1.6132
20230116,6.49091094,34.38562513,5.4743914,3.77802208,3.3117,3.70767245,3.50964928,2.22673763,4.40660887,2.266,2.79235004,6.983,2.3185,3.54410954,2.769,4.20965805,2.4510066,2.611,3.43067827,3.34346887,1.14482472,3.6511,3.12222655,4.2238999,3.769,4.15789068,2.70015,4.69436059,4.66753683,1.6371
20230117,6.51679693,34.45424666,5.50319316,3.77366952,3.3447,3.68891977,3.50964928,2.22951457,4.47716944,2.255,2.79023302,6.918,2.3105,3.54605899,2.751,4.19334606,2.44790406,2.599,3.41168103,3.34570176,1.14744646,3.6882,3.12222655,4.24284824,3.742,4.14650811,2.687225,4.71785001,4.62929855,1.6344
20230118,6.49091094,34.29828864,5.49907862,3.75081858,3.3709,3.66748814,3.51196283,2.23173612,4.49087836,2.225,2.77597841,6.848,2.2972,3.54605899,2.733,4.22480489,2.4458357,2.583,3.38374391,3.35146028,1.14832037,3.696,3.12434331,4.23179504,3.717,4.12862121,2.677825,4.70845424,4.59599425,1.6316
20230119,6.57504039,34.66427013,5.5463958,3.78890348,3.4081,3.70499349,3.49576801,2.23951156,4.4713902,2.232,2.7848699,6.847,2.3117,3.56165463,2.761,4.26208944,2.4665193,2.595,3.40385864,3.40975064,1.15181602,3.6607,3.13492713,4.27127074,3.78,4.13512553,2.698975,4.73194366,4.59599425,1.6411
